Player,variable,deciles,type_variable
A. Griezmann,Long passes per 90,29,Buildup
A. Griezmann,Shots per 90,85,Positioning
A. Griezmann,Touches in box per 90,100,Chance creation
A. Griezmann,Progressive runs per 90,5,Buildup
A. Griezmann,Dribbles per 90,3,Chance creation
A. Griezmann,Back passes per 90,92,Positioning
A. Griezmann,Interceptions per 90,21,Defense
A. Griezmann,Shots blocked per 90,55,Defense
A. Griezmann,Fouls per 90,5,Defense
Y. Musah,Passes to final third per 90,1,Buildup
Y. Musah,Progressive passes per 90,5,Buildup
Y. Musah,Lateral passes per 90,5,Positioning
Y. Musah,Long passes per 90,7,Buildup
Y. Musah,Shots per 90,2,Positioning
Y. Musah,Touches in box per 90,11,Chance creation
Y. Musah,Progressive runs per 90,77,Buildup
Y. Musah,Dribbles per 90,82,Chance creation
Y. Musah,Back passes per 90,58,Positioning
Y. Musah,Interceptions per 90,73,Defense
Y. Musah,Shots blocked per 90,6,Defense
Y. Musah,Fouls per 90,52,Defense
Sergio Canales,Passes to final third per 90,92,Buildup
Sergio Canales,Progressive passes per 90,73,Buildup
Sergio Canales,Lateral passes per 90,100,Positioning
Sergio Canales,Long passes per 90,100,Buildup
Sergio Canales,Shots per 90,57,Positioning
Sergio Canales,Touches in box per 90,43,Chance creation
Sergio Canales,Progressive runs per 90,91,Buildup
Sergio Canales,Dribbles per 90,32,Chance creation
Sergio Canales,Back passes per 90,98,Positioning
Sergio Canales,Interceptions per 90,16,Defense
Sergio Canales,Shots blocked per 90,6,Defense
Sergio Canales,Fouls per 90,7,Defense
Kang-In Lee,Passes to final third per 90,69,Buildup
Kang-In Lee,Progressive passes per 90,39,Buildup
Kang-In Lee,Lateral passes per 90,61,Positioning
Kang-In Lee,Long passes per 90,93,Buildup
Kang-In Lee,Shots per 90,61,Positioning
Kang-In Lee,Touches in box per 90,11,Chance creation
Kang-In Lee,Progressive runs per 90,18,Buildup
Kang-In Lee,Dribbles per 90,61,Chance creation
Kang-In Lee,Back passes per 90,65,Positioning
Kang-In Lee,Interceptions per 90,2,Defense
Kang-In Lee,Shots blocked per 90,6,Defense
Kang-In Lee,Fouls per 90,44,Defense
T. Kubo,Passes to final third per 90,4,Buildup
T. Kubo,Progressive passes per 90,23,Buildup
T. Kubo,Lateral passes per 90,16,Positioning
T. Kubo,Long passes per 90,9,Buildup
T. Kubo,Shots per 90,55,Positioning
T. Kubo,Touches in box per 90,84,Chance creation
T. Kubo,Progressive runs per 90,81,Buildup
T. Kubo,Dribbles per 90,99,Chance creation
T. Kubo,Back passes per 90,19,Positioning
T. Kubo,Interceptions per 90,66,Defense
T. Kubo,Shots blocked per 90,6,Defense
T. Kubo,Fouls per 90,89,Defense
Iker Muniain,Passes to final third per 90,77,Buildup
Iker Muniain,Progressive passes per 90,77,Buildup
Iker Muniain,Lateral passes per 90,74,Positioning
Iker Muniain,Long passes per 90,48,Buildup
Iker Muniain,Shots per 90,28,Positioning
Iker Muniain,Touches in box per 90,51,Chance creation
Iker Muniain,Progressive runs per 90,51,Buildup
Iker Muniain,Dribbles per 90,65,Chance creation
Iker Muniain,Back passes per 90,63,Positioning
Iker Muniain,Interceptions per 90,21,Defense
Iker Muniain,Shots blocked per 90,6,Defense
Iker Muniain,Fouls per 90,25,Defense
Carles Aleñà,Passes to final third per 90,96,Buildup
Carles Aleñà,Progressive passes per 90,74,Buildup
Carles Aleñà,Lateral passes per 90,71,Positioning
Carles Aleñà,Long passes per 90,96,Buildup
Carles Aleñà,Shots per 90,66,Positioning
Carles Aleñà,Touches in box per 90,5,Chance creation
Carles Aleñà,Progressive runs per 90,9,Buildup
Carles Aleñà,Dribbles per 90,31,Chance creation
Carles Aleñà,Back passes per 90,1,Positioning
Carles Aleñà,Interceptions per 90,15,Defense
Carles Aleñà,Shots blocked per 90,33,Defense
Carles Aleñà,Fouls per 90,75,Defense
Moi Gómez,Passes to final third per 90,42,Buildup
Moi Gómez,Progressive passes per 90,59,Buildup
Moi Gómez,Lateral passes per 90,84,Positioning
Moi Gómez,Long passes per 90,81,Buildup
Moi Gómez,Shots per 90,13,Positioning
Moi Gómez,Touches in box per 90,46,Chance creation
Moi Gómez,Progressive runs per 90,37,Buildup
Moi Gómez,Dribbles per 90,54,Chance creation
Moi Gómez,Back passes per 90,96,Positioning
Moi Gómez,Interceptions per 90,43,Defense
Moi Gómez,Shots blocked per 90,39,Defense
Moi Gómez,Fouls per 90,18,Defense
Ander Barrenetxea,Passes to final third per 90,20,Buildup
Ander Barrenetxea,Progressive passes per 90,23,Buildup
Ander Barrenetxea,Lateral passes per 90,21,Positioning
Ander Barrenetxea,Long passes per 90,29,Buildup
Ander Barrenetxea,Shots per 90,40,Positioning
Ander Barrenetxea,Touches in box per 90,42,Chance creation
Ander Barrenetxea,Progressive runs per 90,98,Buildup
Ander Barrenetxea,Dribbles per 90,93,Chance creation
Ander Barrenetxea,Back passes per 90,30,Positioning
Ander Barrenetxea,Interceptions per 90,55,Defense
Ander Barrenetxea,Shots blocked per 90,33,Defense
Ander Barrenetxea,Fouls per 90,100,Defense
E. Bardhi,Passes to final third per 90,88,Buildup
E. Bardhi,Progressive passes per 90,84,Buildup
E. Bardhi,Lateral passes per 90,82,Positioning
E. Bardhi,Long passes per 90,99,Buildup
E. Bardhi,Shots per 90,67,Positioning
E. Bardhi,Touches in box per 90,42,Chance creation
E. Bardhi,Progressive runs per 90,38,Buildup
E. Bardhi,Dribbles per 90,75,Chance creation
E. Bardhi,Back passes per 90,59,Positioning
E. Bardhi,Interceptions per 90,82,Defense
E. Bardhi,Shots blocked per 90,56,Defense
E. Bardhi,Fouls per 90,74,Defense
Antonio Puertas,Passes to final third per 90,11,Buildup
Antonio Puertas,Progressive passes per 90,8,Buildup
Antonio Puertas,Lateral passes per 90,2,Positioning
Antonio Puertas,Long passes per 90,49,Buildup
Antonio Puertas,Shots per 90,22,Positioning
Antonio Puertas,Touches in box per 90,41,Chance creation
Antonio Puertas,Progressive runs per 90,34,Buildup
Antonio Puertas,Dribbles per 90,77,Chance creation
Antonio Puertas,Back passes per 90,11,Positioning
Antonio Puertas,Interceptions per 90,51,Defense
Antonio Puertas,Shots blocked per 90,86,Defense
Antonio Puertas,Fouls per 90,64,Defense
David Silva,Passes to final third per 90,96,Buildup
David Silva,Progressive passes per 90,94,Buildup
David Silva,Lateral passes per 90,96,Positioning
David Silva,Long passes per 90,91,Buildup
David Silva,Shots per 90,34,Positioning
David Silva,Touches in box per 90,80,Chance creation
David Silva,Progressive runs per 90,52,Buildup
David Silva,Dribbles per 90,60,Chance creation
David Silva,Back passes per 90,75,Positioning
David Silva,Interceptions per 90,70,Defense
David Silva,Shots blocked per 90,64,Defense
David Silva,Fouls per 90,77,Defense
Munir El Haddadi,Passes to final third per 90,7,Buildup
Munir El Haddadi,Progressive passes per 90,29,Buildup
Munir El Haddadi,Lateral passes per 90,70,Positioning
Munir El Haddadi,Long passes per 90,32,Buildup
Munir El Haddadi,Shots per 90,97,Positioning
Munir El Haddadi,Touches in box per 90,97,Chance creation
Munir El Haddadi,Progressive runs per 90,59,Buildup
Munir El Haddadi,Dribbles per 90,61,Chance creation
Munir El Haddadi,Back passes per 90,82,Positioning
Munir El Haddadi,Interceptions per 90,22,Defense
Munir El Haddadi,Shots blocked per 90,6,Defense
Munir El Haddadi,Fouls per 90,98,Defense
Pere Milla,Passes to final third per 90,12,Buildup
Pere Milla,Progressive passes per 90,6,Buildup
Pere Milla,Lateral passes per 90,3,Positioning
Pere Milla,Long passes per 90,15,Buildup
Pere Milla,Shots per 90,23,Positioning
Pere Milla,Touches in box per 90,37,Chance creation
Pere Milla,Progressive runs per 90,6,Buildup
Pere Milla,Dribbles per 90,13,Chance creation
Pere Milla,Back passes per 90,56,Positioning
Pere Milla,Interceptions per 90,38,Defense
Pere Milla,Shots blocked per 90,80,Defense
Pere Milla,Fouls per 90,71,Defense
Óscar Plano,Passes to final third per 90,40,Buildup
Óscar Plano,Progressive passes per 90,34,Buildup
Óscar Plano,Lateral passes per 90,16,Positioning
Óscar Plano,Long passes per 90,25,Buildup
Óscar Plano,Shots per 90,27,Positioning
Óscar Plano,Touches in box per 90,45,Chance creation
Óscar Plano,Progressive runs per 90,3,Buildup
Óscar Plano,Dribbles per 90,15,Chance creation
Óscar Plano,Back passes per 90,15,Positioning
Óscar Plano,Interceptions per 90,96,Defense
Óscar Plano,Shots blocked per 90,70,Defense
Óscar Plano,Fouls per 90,76,Defense
A. Gómez,Passes to final third per 90,93,Buildup
A. Gómez,Progressive passes per 90,64,Buildup
A. Gómez,Lateral passes per 90,100,Positioning
A. Gómez,Long passes per 90,99,Buildup
A. Gómez,Shots per 90,62,Positioning
A. Gómez,Touches in box per 90,61,Chance creation
A. Gómez,Progressive runs per 90,94,Buildup
A. Gómez,Dribbles per 90,55,Chance creation
A. Gómez,Back passes per 90,93,Positioning
A. Gómez,Interceptions per 90,70,Defense
A. Gómez,Shots blocked per 90,51,Defense
A. Gómez,Fouls per 90,69,Defense
Tete Morente,Passes to final third per 90,3,Buildup
Tete Morente,Progressive passes per 90,24,Buildup
Tete Morente,Lateral passes per 90,19,Positioning
Tete Morente,Long passes per 90,38,Buildup
Tete Morente,Shots per 90,12,Positioning
Tete Morente,Touches in box per 90,16,Chance creation
Tete Morente,Progressive runs per 90,38,Buildup
Tete Morente,Dribbles per 90,91,Chance creation
Tete Morente,Back passes per 90,86,Positioning
Tete Morente,Interceptions per 90,78,Defense
Tete Morente,Shots blocked per 90,23,Defense
Tete Morente,Fouls per 90,62,Defense
D. Lainez,Passes to final third per 90,8,Buildup
D. Lainez,Progressive passes per 90,17,Buildup
D. Lainez,Lateral passes per 90,21,Positioning
D. Lainez,Long passes per 90,31,Buildup
D. Lainez,Shots per 90,41,Positioning
D. Lainez,Touches in box per 90,93,Chance creation
D. Lainez,Progressive runs per 90,98,Buildup
D. Lainez,Dribbles per 90,100,Chance creation
D. Lainez,Back passes per 90,77,Positioning
D. Lainez,Interceptions per 90,79,Defense
D. Lainez,Shots blocked per 90,6,Defense
D. Lainez,Fouls per 90,66,Defense
Rubén Sobrino,Passes to final third per 90,1,Buildup
Rubén Sobrino,Progressive passes per 90,1,Buildup
Rubén Sobrino,Lateral passes per 90,3,Positioning
Rubén Sobrino,Long passes per 90,3,Buildup
Rubén Sobrino,Shots per 90,7,Positioning
Rubén Sobrino,Touches in box per 90,24,Chance creation
Rubén Sobrino,Progressive runs per 90,61,Buildup
Rubén Sobrino,Dribbles per 90,33,Chance creation
Rubén Sobrino,Back passes per 90,3,Positioning
Rubén Sobrino,Interceptions per 90,62,Defense
Rubén Sobrino,Shots blocked per 90,39,Defense
Rubén Sobrino,Fouls per 90,86,Defense
Pere Pons,Passes to final third per 90,26,Buildup
Pere Pons,Progressive passes per 90,4,Buildup
Pere Pons,Lateral passes per 90,3,Positioning
Pere Pons,Long passes per 90,23,Buildup
Pere Pons,Shots per 90,11,Positioning
Pere Pons,Touches in box per 90,15,Chance creation
Pere Pons,Progressive runs per 90,2,Buildup
Pere Pons,Dribbles per 90,38,Chance creation
Pere Pons,Back passes per 90,14,Positioning
Pere Pons,Interceptions per 90,69,Defense
Pere Pons,Shots blocked per 90,70,Defense
Pere Pons,Fouls per 90,56,Defense
Alberto Perea,Passes to final third per 90,35,Buildup
Alberto Perea,Progressive passes per 90,48,Buildup
Alberto Perea,Lateral passes per 90,28,Positioning
Alberto Perea,Long passes per 90,48,Buildup
Alberto Perea,Shots per 90,42,Positioning
Alberto Perea,Touches in box per 90,16,Chance creation
Alberto Perea,Progressive runs per 90,95,Buildup
Alberto Perea,Dribbles per 90,100,Chance creation
Alberto Perea,Back passes per 90,18,Positioning
Alberto Perea,Interceptions per 90,77,Defense
Alberto Perea,Shots blocked per 90,28,Defense
Alberto Perea,Fouls per 90,3,Defense
Borja García,Passes to final third per 90,55,Buildup
Borja García,Progressive passes per 90,60,Buildup
Borja García,Lateral passes per 90,84,Positioning
Borja García,Long passes per 90,76,Buildup
Borja García,Shots per 90,25,Positioning
Borja García,Touches in box per 90,46,Chance creation
Borja García,Progressive runs per 90,66,Buildup
Borja García,Dribbles per 90,64,Chance creation
Borja García,Back passes per 90,86,Positioning
Borja García,Interceptions per 90,74,Defense
Borja García,Shots blocked per 90,6,Defense
Borja García,Fouls per 90,3,Defense
Jairo Izquierdo,Passes to final third per 90,14,Buildup
Jairo Izquierdo,Progressive passes per 90,54,Buildup
Jairo Izquierdo,Lateral passes per 90,19,Positioning
Jairo Izquierdo,Long passes per 90,54,Buildup
Jairo Izquierdo,Shots per 90,6,Positioning
Jairo Izquierdo,Touches in box per 90,4,Chance creation
Jairo Izquierdo,Progressive runs per 90,69,Buildup
Jairo Izquierdo,Dribbles per 90,25,Chance creation
Jairo Izquierdo,Back passes per 90,13,Positioning
Jairo Izquierdo,Interceptions per 90,74,Defense
Jairo Izquierdo,Shots blocked per 90,33,Defense
Jairo Izquierdo,Fouls per 90,20,Defense
Nolito,Passes to final third per 90,62,Buildup
Nolito,Progressive passes per 90,86,Buildup
Nolito,Lateral passes per 90,38,Positioning
Nolito,Long passes per 90,86,Buildup
Nolito,Shots per 90,68,Positioning
Nolito,Touches in box per 90,73,Chance creation
Nolito,Progressive runs per 90,23,Buildup
Nolito,Dribbles per 90,19,Chance creation
Nolito,Back passes per 90,29,Positioning
Nolito,Interceptions per 90,74,Defense
Nolito,Shots blocked per 90,56,Defense
Nolito,Fouls per 90,91,Defense
Jota,Passes to final third per 90,51,Buildup
Jota,Progressive passes per 90,48,Buildup
Jota,Lateral passes per 90,34,Positioning
Jota,Long passes per 90,78,Buildup
Jota,Shots per 90,20,Positioning
Jota,Touches in box per 90,3,Chance creation
Jota,Progressive runs per 90,25,Buildup
Jota,Dribbles per 90,44,Chance creation
Jota,Back passes per 90,22,Positioning
Jota,Interceptions per 90,72,Defense
Jota,Shots blocked per 90,6,Defense
Jota,Fouls per 90,41,Defense
Oihan Sancet,Passes to final third per 90,13,Buildup
Oihan Sancet,Progressive passes per 90,13,Buildup
Oihan Sancet,Lateral passes per 90,24,Positioning
Oihan Sancet,Long passes per 90,3,Buildup
Oihan Sancet,Shots per 90,42,Positioning
Oihan Sancet,Touches in box per 90,72,Chance creation
Oihan Sancet,Progressive runs per 90,18,Buildup
Oihan Sancet,Dribbles per 90,42,Chance creation
Oihan Sancet,Back passes per 90,43,Positioning
Oihan Sancet,Interceptions per 90,9,Defense
Oihan Sancet,Shots blocked per 90,7,Defense
Oihan Sancet,Fouls per 90,88,Defense
F. de Jong,Passes to final third per 90,97,Buildup
F. de Jong,Progressive passes per 90,82,Buildup
F. de Jong,Lateral passes per 90,99,Positioning
F. de Jong,Long passes per 90,63,Buildup
F. de Jong,Shots per 90,6,Positioning
F. de Jong,Touches in box per 90,47,Chance creation
F. de Jong,Progressive runs per 90,76,Buildup
F. de Jong,Dribbles per 90,21,Chance creation
F. de Jong,Back passes per 90,95,Positioning
F. de Jong,Interceptions per 90,48,Defense
F. de Jong,Shots blocked per 90,56,Defense
F. de Jong,Fouls per 90,26,Defense
F. Mendy,Passes to final third per 90,79,Buildup
F. Mendy,Progressive passes per 90,91,Buildup
F. Mendy,Lateral passes per 90,94,Positioning
F. Mendy,Long passes per 90,30,Buildup
F. Mendy,Shots per 90,5,Positioning
F. Mendy,Touches in box per 90,40,Chance creation
F. Mendy,Progressive runs per 90,95,Buildup
F. Mendy,Dribbles per 90,43,Chance creation
F. Mendy,Back passes per 90,97,Positioning
F. Mendy,Interceptions per 90,78,Defense
F. Mendy,Shots blocked per 90,56,Defense
F. Mendy,Fouls per 90,15,Defense
Carlos Soler,Passes to final third per 90,76,Buildup
Carlos Soler,Progressive passes per 90,70,Buildup
Carlos Soler,Lateral passes per 90,28,Positioning
Carlos Soler,Long passes per 90,93,Buildup
Carlos Soler,Shots per 90,40,Positioning
Carlos Soler,Touches in box per 90,15,Chance creation
Carlos Soler,Progressive runs per 90,17,Buildup
Carlos Soler,Dribbles per 90,15,Chance creation
Carlos Soler,Back passes per 90,5,Positioning
Carlos Soler,Interceptions per 90,35,Defense
Carlos Soler,Shots blocked per 90,56,Defense
Carlos Soler,Fouls per 90,23,Defense
G. Lo Celso,Passes to final third per 90,91,Buildup
G. Lo Celso,Progressive passes per 90,81,Buildup
G. Lo Celso,Lateral passes per 90,84,Positioning
G. Lo Celso,Long passes per 90,46,Buildup
G. Lo Celso,Shots per 90,57,Positioning
G. Lo Celso,Touches in box per 90,75,Chance creation
G. Lo Celso,Progressive runs per 90,74,Buildup
G. Lo Celso,Dribbles per 90,63,Chance creation
G. Lo Celso,Back passes per 90,79,Positioning
G. Lo Celso,Interceptions per 90,2,Defense
G. Lo Celso,Shots blocked per 90,7,Defense
G. Lo Celso,Fouls per 90,73,Defense
Óscar Rodríguez,Passes to final third per 90,68,Buildup
Óscar Rodríguez,Progressive passes per 90,47,Buildup
Óscar Rodríguez,Lateral passes per 90,72,Positioning
Óscar Rodríguez,Long passes per 90,94,Buildup
Óscar Rodríguez,Shots per 90,89,Positioning
Óscar Rodríguez,Touches in box per 90,18,Chance creation
Óscar Rodríguez,Progressive runs per 90,56,Buildup
Óscar Rodríguez,Dribbles per 90,38,Chance creation
Óscar Rodríguez,Back passes per 90,30,Positioning
Óscar Rodríguez,Interceptions per 90,58,Defense
Óscar Rodríguez,Shots blocked per 90,34,Defense
Óscar Rodríguez,Fouls per 90,27,Defense
Isi Palazón,Passes to final third per 90,60,Buildup
Isi Palazón,Progressive passes per 90,48,Buildup
Isi Palazón,Lateral passes per 90,27,Positioning
Isi Palazón,Long passes per 90,89,Buildup
Isi Palazón,Shots per 90,76,Positioning
Isi Palazón,Touches in box per 90,28,Chance creation
Isi Palazón,Progressive runs per 90,20,Buildup
Isi Palazón,Dribbles per 90,75,Chance creation
Isi Palazón,Back passes per 90,55,Positioning
Isi Palazón,Interceptions per 90,90,Defense
Isi Palazón,Shots blocked per 90,61,Defense
Isi Palazón,Fouls per 90,56,Defense
Rodri Sánchez,Passes to final third per 90,63,Buildup
Rodri Sánchez,Progressive passes per 90,82,Buildup
Rodri Sánchez,Lateral passes per 90,69,Positioning
Rodri Sánchez,Long passes per 90,26,Buildup
Rodri Sánchez,Shots per 90,44,Positioning
Rodri Sánchez,Touches in box per 90,76,Chance creation
Rodri Sánchez,Progressive runs per 90,36,Buildup
Rodri Sánchez,Dribbles per 90,78,Chance creation
Rodri Sánchez,Back passes per 90,64,Positioning
Rodri Sánchez,Interceptions per 90,36,Defense
